frame,x,y,visible
160.0,-1.0,-1.0,0.0
161.0,-1.0,-1.0,0.0
162.0,-1.0,-1.0,0.0
163.0,-1.0,-1.0,0.0
164.0,-1.0,-1.0,0.0
165.0,-1.0,-1.0,0.0
166.0,-1.0,-1.0,0.0
167.0,-1.0,-1.0,0.0
168.0,-1.0,-1.0,0.0
169.0,-1.0,-1.0,0.0
170.0,-1.0,-1.0,0.0
171.0,-1.0,-1.0,0.0
172.0,-1.0,-1.0,0.0
173.0,-1.0,-1.0,0.0
174.0,-1.0,-1.0,0.0
175.0,-1.0,-1.0,0.0
176.0,-1.0,-1.0,0.0
177.0,-1.0,-1.0,0.0
178.0,-1.0,-1.0,0.0
179.0,-1.0,-1.0,0.0
180.0,-1.0,-1.0,0.0
181.0,-1.0,-1.0,0.0
182.0,-1.0,-1.0,0.0
183.0,1170.699951171875,481.0,1.0
184.0,-1.0,-1.0,0.0
185.0,-1.0,-1.0,0.0
186.0,-1.0,-1.0,0.0
187.0,-1.0,-1.0,0.0
188.0,-1.0,-1.0,0.0
189.0,-1.0,-1.0,0.0
190.0,-1.0,-1.0,0.0
191.0,-1.0,-1.0,0.0
192.0,-1.0,-1.0,0.0
193.0,-1.0,-1.0,0.0
194.0,-1.0,-1.0,0.0
195.0,-1.0,-1.0,0.0
196.0,-1.0,-1.0,0.0
197.0,-1.0,-1.0,0.0
198.0,-1.0,-1.0,0.0
199.0,-1.0,-1.0,0.0
200.0,-1.0,-1.0,0.0
201.0,-1.0,-1.0,0.0
202.0,-1.0,-1.0,0.0
203.0,-1.0,-1.0,0.0
204.0,-1.0,-1.0,0.0
205.0,-1.0,-1.0,0.0
206.0,-1.0,-1.0,0.0
207.0,-1.0,-1.0,0.0
208.0,-1.0,-1.0,0.0
209.0,-1.0,-1.0,0.0
210.0,-1.0,-1.0,0.0
211.0,-1.0,-1.0,0.0
212.0,-1.0,-1.0,0.0
213.0,-1.0,-1.0,0.0
214.0,1392.0999755859375,440.0,1.0
215.0,1405.433308919271,441.1666666666667,1.0
216.0,1418.7666422526042,442.33333333333337,1.0
217.0,1432.0999755859375,443.5,1.0
218.0,1436.800048828125,446.5,1.0
219.0,1462.300048828125,457.70001220703125,1.0
220.0,1473.75,466.70001220703125,1.0
221.0,1485.199951171875,475.70001220703125,1.0
222.0,1498.800048828125,487.79998779296875,1.0
223.0,-1.0,-1.0,0.0
224.0,-1.0,-1.0,0.0
225.0,-1.0,-1.0,0.0
226.0,-1.0,-1.0,0.0
227.0,-1.0,-1.0,0.0
228.0,-1.0,-1.0,0.0
229.0,-1.0,-1.0,0.0
230.0,-1.0,-1.0,0.0
231.0,-1.0,-1.0,0.0
232.0,-1.0,-1.0,0.0
233.0,-1.0,-1.0,0.0
234.0,-1.0,-1.0,0.0
235.0,-1.0,-1.0,0.0
236.0,-1.0,-1.0,0.0
237.0,-1.0,-1.0,0.0
238.0,1618.5999755859375,562.7000122070312,1.0
239.0,1624.3999755859377,563.2000122070312,1.0
240.0,1630.1999755859376,563.7000122070312,1.0
241.0,1635.9999755859376,564.2000122070312,1.0
242.0,1641.7999755859375,564.7000122070312,1.0
243.0,1647.5999755859375,565.2000122070312,1.0
244.0,-1.0,-1.0,0.0
245.0,-1.0,-1.0,0.0
246.0,-1.0,-1.0,0.0
247.0,-1.0,-1.0,0.0
248.0,-1.0,-1.0,0.0
249.0,-1.0,-1.0,0.0
250.0,-1.0,-1.0,0.0
251.0,-1.0,-1.0,0.0
252.0,-1.0,-1.0,0.0
253.0,-1.0,-1.0,0.0
254.0,-1.0,-1.0,0.0
255.0,-1.0,-1.0,0.0
256.0,-1.0,-1.0,0.0
257.0,-1.0,-1.0,0.0
258.0,-1.0,-1.0,0.0
259.0,-1.0,-1.0,0.0
260.0,-1.0,-1.0,0.0
261.0,-1.0,-1.0,0.0
262.0,-1.0,-1.0,0.0
263.0,-1.0,-1.0,0.0
264.0,1352.0,481.5,1.0
265.0,1351.800048828125,479.70001220703125,1.0
266.0,1351.699951171875,479.70001220703125,1.0
267.0,1351.5,479.3999938964844,1.0
268.0,-1.0,-1.0,0.0
269.0,-1.0,-1.0,0.0
270.0,-1.0,-1.0,0.0
271.0,-1.0,-1.0,0.0
272.0,-1.0,-1.0,0.0
273.0,-1.0,-1.0,0.0
274.0,-1.0,-1.0,0.0
275.0,-1.0,-1.0,0.0
276.0,-1.0,-1.0,0.0
277.0,-1.0,-1.0,0.0
278.0,-1.0,-1.0,0.0
279.0,-1.0,-1.0,0.0
280.0,-1.0,-1.0,0.0
281.0,-1.0,-1.0,0.0
282.0,-1.0,-1.0,0.0
283.0,-1.0,-1.0,0.0
284.0,76.80000305175781,726.9000244140625,1.0
285.0,-1.0,-1.0,0.0
286.0,-1.0,-1.0,0.0
287.0,-1.0,-1.0,0.0
288.0,-1.0,-1.0,0.0
289.0,-1.0,-1.0,0.0
290.0,-1.0,-1.0,0.0
291.0,-1.0,-1.0,0.0
292.0,-1.0,-1.0,0.0
293.0,-1.0,-1.0,0.0
294.0,-1.0,-1.0,0.0
295.0,-1.0,-1.0,0.0
296.0,-1.0,-1.0,0.0
297.0,-1.0,-1.0,0.0
298.0,-1.0,-1.0,0.0
299.0,-1.0,-1.0,0.0
300.0,-1.0,-1.0,0.0
301.0,1804.0999755859375,581.2000122070312,1.0
302.0,1804.0999755859375,581.0999755859375,1.0
303.0,1804.4000244140625,581.7000122070312,1.0
304.0,1804.92001953125,581.8000122070313,1.0
305.0,1805.4400146484377,581.9000122070313,1.0
306.0,1805.9600097656253,582.0000122070313,1.0
307.0,1806.4800048828126,582.1000122070313,1.0
308.0,1807.0,582.2000122070312,1.0
309.0,-1.0,-1.0,0.0
310.0,-1.0,-1.0,0.0
311.0,-1.0,-1.0,0.0
312.0,-1.0,-1.0,0.0
313.0,-1.0,-1.0,0.0
314.0,-1.0,-1.0,0.0
315.0,-1.0,-1.0,0.0
316.0,-1.0,-1.0,0.0
317.0,-1.0,-1.0,0.0
318.0,-1.0,-1.0,0.0
319.0,-1.0,-1.0,0.0
320.0,-1.0,-1.0,0.0
321.0,-1.0,-1.0,0.0
322.0,-1.0,-1.0,0.0
323.0,-1.0,-1.0,0.0
324.0,-1.0,-1.0,0.0
325.0,-1.0,-1.0,0.0
326.0,-1.0,-1.0,0.0
327.0,-1.0,-1.0,0.0
328.0,-1.0,-1.0,0.0
329.0,-1.0,-1.0,0.0
330.0,-1.0,-1.0,0.0
331.0,-1.0,-1.0,0.0
332.0,1194.9000244140625,553.2000122070312,1.0
333.0,1195.0,553.2000122070312,1.0
334.0,-1.0,-1.0,0.0
335.0,-1.0,-1.0,0.0
336.0,-1.0,-1.0,0.0
337.0,-1.0,-1.0,0.0
338.0,-1.0,-1.0,0.0
339.0,-1.0,-1.0,0.0
340.0,-1.0,-1.0,0.0
341.0,-1.0,-1.0,0.0
342.0,-1.0,-1.0,0.0
343.0,1193.199951171875,549.2999877929688,1.0
344.0,1193.0999755859375,549.7000122070312,1.0
345.0,-1.0,-1.0,0.0
346.0,-1.0,-1.0,0.0
347.0,-1.0,-1.0,0.0
348.0,-1.0,-1.0,0.0
349.0,-1.0,-1.0,0.0
350.0,-1.0,-1.0,0.0
351.0,-1.0,-1.0,0.0
352.0,-1.0,-1.0,0.0
353.0,-1.0,-1.0,0.0
354.0,-1.0,-1.0,0.0
355.0,-1.0,-1.0,0.0
356.0,-1.0,-1.0,0.0
357.0,-1.0,-1.0,0.0
358.0,-1.0,-1.0,0.0
359.0,-1.0,-1.0,0.0
360.0,-1.0,-1.0,0.0
