frame,x,y,visible
0.0,-1.0,-1.0,0.0
1.0,-1.0,-1.0,0.0
2.0,-1.0,-1.0,0.0
3.0,-1.0,-1.0,0.0
4.0,-1.0,-1.0,0.0
5.0,-1.0,-1.0,0.0
6.0,-1.0,-1.0,0.0
7.0,-1.0,-1.0,0.0
8.0,-1.0,-1.0,0.0
9.0,-1.0,-1.0,0.0
10.0,-1.0,-1.0,0.0
11.0,-1.0,-1.0,0.0
12.0,-1.0,-1.0,0.0
13.0,-1.0,-1.0,0.0
14.0,-1.0,-1.0,0.0
15.0,-1.0,-1.0,0.0
16.0,-1.0,-1.0,0.0
17.0,-1.0,-1.0,0.0
18.0,-1.0,-1.0,0.0
19.0,-1.0,-1.0,0.0
20.0,-1.0,-1.0,0.0
21.0,-1.0,-1.0,0.0
22.0,-1.0,-1.0,0.0
23.0,-1.0,-1.0,0.0
24.0,-1.0,-1.0,0.0
25.0,-1.0,-1.0,0.0
26.0,-1.0,-1.0,0.0
27.0,-1.0,-1.0,0.0
28.0,-1.0,-1.0,0.0
29.0,-1.0,-1.0,0.0
30.0,-1.0,-1.0,0.0
31.0,-1.0,-1.0,0.0
32.0,-1.0,-1.0,0.0
33.0,-1.0,-1.0,0.0
34.0,-1.0,-1.0,0.0
35.0,-1.0,-1.0,0.0
36.0,-1.0,-1.0,0.0
37.0,-1.0,-1.0,0.0
38.0,-1.0,-1.0,0.0
39.0,-1.0,-1.0,0.0
40.0,-1.0,-1.0,0.0
41.0,-1.0,-1.0,0.0
42.0,-1.0,-1.0,0.0
43.0,-1.0,-1.0,0.0
44.0,-1.0,-1.0,0.0
45.0,-1.0,-1.0,0.0
46.0,-1.0,-1.0,0.0
47.0,1382.4000244140625,643.4000244140625,1.0
48.0,1382.4000244140625,643.4000244140625,1.0
49.0,-1.0,-1.0,0.0
50.0,-1.0,-1.0,0.0
51.0,-1.0,-1.0,0.0
52.0,-1.0,-1.0,0.0
53.0,-1.0,-1.0,0.0
54.0,1382.4000244140625,643.5999755859375,1.0
55.0,1382.4000244140625,643.5,1.0
56.0,1382.199951171875,643.5999755859375,1.0
57.0,1382.2333170572917,643.6999918619792,1.0
58.0,1382.2666829427085,643.8000081380209,1.0
59.0,1382.300048828125,643.9000244140625,1.0
60.0,-1.0,-1.0,0.0
61.0,-1.0,-1.0,0.0
62.0,-1.0,-1.0,0.0
63.0,-1.0,-1.0,0.0
64.0,-1.0,-1.0,0.0
65.0,-1.0,-1.0,0.0
66.0,1104.0,646.9000244140625,1.0
67.0,1117.4000244140625,686.0,1.0
68.0,-1.0,-1.0,0.0
69.0,-1.0,-1.0,0.0
70.0,-1.0,-1.0,0.0
71.0,-1.0,-1.0,0.0
72.0,-1.0,-1.0,0.0
73.0,-1.0,-1.0,0.0
74.0,-1.0,-1.0,0.0
75.0,-1.0,-1.0,0.0
76.0,-1.0,-1.0,0.0
77.0,-1.0,-1.0,0.0
78.0,-1.0,-1.0,0.0
79.0,-1.0,-1.0,0.0
80.0,-1.0,-1.0,0.0
81.0,-1.0,-1.0,0.0
82.0,-1.0,-1.0,0.0
83.0,-1.0,-1.0,0.0
84.0,-1.0,-1.0,0.0
85.0,946.7000122070312,453.8999938964844,1.0
86.0,-1.0,-1.0,0.0
87.0,-1.0,-1.0,0.0
88.0,-1.0,-1.0,0.0
89.0,-1.0,-1.0,0.0
90.0,-1.0,-1.0,0.0
91.0,-1.0,-1.0,0.0
92.0,-1.0,-1.0,0.0
93.0,-1.0,-1.0,0.0
94.0,-1.0,-1.0,0.0
95.0,932.5,652.4000244140625,1.0
96.0,792.9666748046875,653.0000203450521,1.0
97.0,653.433349609375,653.6000162760417,1.0
98.0,513.9000244140625,654.2000122070312,1.0
99.0,485.8999938964844,655.2000122070312,1.0
100.0,486.0,655.2000122070312,1.0
101.0,463.1000061035156,644.0999755859375,1.0
102.0,437.3999938964844,629.5,1.0
103.0,411.79998779296875,618.5,1.0
104.0,654.1499786376953,624.3999938964844,1.0
105.0,896.4999694824219,630.2999877929688,1.0
106.0,1138.8499603271484,636.1999816894531,1.0
107.0,1381.199951171875,642.0999755859375,1.0
108.0,-1.0,-1.0,0.0
109.0,-1.0,-1.0,0.0
110.0,-1.0,-1.0,0.0
111.0,-1.0,-1.0,0.0
112.0,-1.0,-1.0,0.0
113.0,1381.300048828125,642.2000122070312,1.0
114.0,-1.0,-1.0,0.0
115.0,-1.0,-1.0,0.0
116.0,-1.0,-1.0,0.0
117.0,-1.0,-1.0,0.0
118.0,-1.0,-1.0,0.0
119.0,-1.0,-1.0,0.0
120.0,2008.5,861.2000122070312,1.0
121.0,1999.7999877929688,793.6499938964844,1.0
122.0,1991.0999755859375,726.0999755859375,1.0
123.0,1381.5,642.5999755859375,1.0
124.0,1381.5,642.5999755859375,1.0
125.0,-1.0,-1.0,0.0
126.0,-1.0,-1.0,0.0
127.0,-1.0,-1.0,0.0
128.0,-1.0,-1.0,0.0
129.0,-1.0,-1.0,0.0
130.0,-1.0,-1.0,0.0
131.0,-1.0,-1.0,0.0
132.0,-1.0,-1.0,0.0
133.0,-1.0,-1.0,0.0
134.0,-1.0,-1.0,0.0
135.0,-1.0,-1.0,0.0
136.0,-1.0,-1.0,0.0
137.0,-1.0,-1.0,0.0
138.0,-1.0,-1.0,0.0
139.0,-1.0,-1.0,0.0
140.0,-1.0,-1.0,0.0
141.0,-1.0,-1.0,0.0
142.0,-1.0,-1.0,0.0
143.0,-1.0,-1.0,0.0
144.0,-1.0,-1.0,0.0
145.0,-1.0,-1.0,0.0
146.0,-1.0,-1.0,0.0
147.0,-1.0,-1.0,0.0
148.0,-1.0,-1.0,0.0
149.0,-1.0,-1.0,0.0
150.0,-1.0,-1.0,0.0
151.0,-1.0,-1.0,0.0
152.0,-1.0,-1.0,0.0
