frame,x,y,visible
0.0,2351.0,1266.9000244140625,1.0
1.0,-1.0,-1.0,0.0
2.0,-1.0,-1.0,0.0
3.0,-1.0,-1.0,0.0
4.0,-1.0,-1.0,0.0
5.0,-1.0,-1.0,0.0
6.0,-1.0,-1.0,0.0
7.0,-1.0,-1.0,0.0
8.0,-1.0,-1.0,0.0
9.0,-1.0,-1.0,0.0
10.0,-1.0,-1.0,0.0
11.0,-1.0,-1.0,0.0
12.0,-1.0,-1.0,0.0
13.0,-1.0,-1.0,0.0
14.0,-1.0,-1.0,0.0
15.0,-1.0,-1.0,0.0
16.0,-1.0,-1.0,0.0
17.0,2351.0,1266.699951171875,1.0
18.0,2351.0,1266.6799560546876,1.0
19.0,2351.0,1266.6599609375,1.0
20.0,2351.0,1266.6399658203127,1.0
21.0,2351.0,1266.619970703125,1.0
22.0,2351.0,1266.5999755859375,1.0
23.0,2351.0,1266.699951171875,1.0
24.0,2351.0,1266.699951171875,1.0
25.0,2351.0,1266.699951171875,1.0
26.0,2351.0,1266.699951171875,1.0
27.0,-1.0,-1.0,0.0
28.0,-1.0,-1.0,0.0
29.0,-1.0,-1.0,0.0
30.0,-1.0,-1.0,0.0
31.0,-1.0,-1.0,0.0
32.0,-1.0,-1.0,0.0
33.0,-1.0,-1.0,0.0
34.0,-1.0,-1.0,0.0
35.0,-1.0,-1.0,0.0
36.0,-1.0,-1.0,0.0
37.0,-1.0,-1.0,0.0
38.0,-1.0,-1.0,0.0
39.0,1078.9000244140625,579.7000122070312,1.0
40.0,1078.3500061035156,580.1250152587891,1.0
41.0,1077.7999877929688,580.5500183105469,1.0
42.0,1077.2499694824219,580.9750213623047,1.0
43.0,1076.699951171875,581.4000244140625,1.0
44.0,1076.5999755859375,581.4000244140625,1.0
45.0,1501.3999837239585,809.8000081380208,1.0
46.0,1926.1999918619792,1038.199991861979,1.0
47.0,2351.0,1266.5999755859375,1.0
48.0,2099.719995117188,1142.8599853515625,1.0
49.0,1848.4399902343753,1019.1199951171875,1.0
50.0,1597.1599853515627,895.3800048828126,1.0
51.0,1345.87998046875,771.6400146484375,1.0
52.0,1094.5999755859375,647.9000244140625,1.0
53.0,1094.5999755859375,647.7999877929688,1.0
54.0,1094.5999755859375,647.7999877929688,1.0
55.0,-1.0,-1.0,0.0
56.0,-1.0,-1.0,0.0
57.0,-1.0,-1.0,0.0
58.0,-1.0,-1.0,0.0
59.0,-1.0,-1.0,0.0
60.0,-1.0,-1.0,0.0
61.0,-1.0,-1.0,0.0
62.0,-1.0,-1.0,0.0
63.0,-1.0,-1.0,0.0
64.0,-1.0,-1.0,0.0
65.0,-1.0,-1.0,0.0
66.0,-1.0,-1.0,0.0
67.0,-1.0,-1.0,0.0
68.0,-1.0,-1.0,0.0
69.0,-1.0,-1.0,0.0
70.0,-1.0,-1.0,0.0
71.0,-1.0,-1.0,0.0
72.0,1131.5,405.20001220703125,1.0
73.0,1131.4000244140625,405.40000915527344,1.0
74.0,1131.300048828125,405.6000061035156,1.0
75.0,1113.5666910807292,463.5,1.0
76.0,1095.8333333333335,521.3999938964844,1.0
77.0,1078.0999755859375,579.2999877929688,1.0
78.0,1078.199951171875,579.2000122070312,1.0
79.0,1078.199951171875,579.2999877929688,1.0
80.0,-1.0,-1.0,0.0
81.0,-1.0,-1.0,0.0
82.0,-1.0,-1.0,0.0
83.0,-1.0,-1.0,0.0
84.0,-1.0,-1.0,0.0
85.0,-1.0,-1.0,0.0
86.0,1079.0,578.0,1.0
87.0,1079.0,578.2000122070312,1.0
88.0,1079.0999755859375,578.2999877929688,1.0
89.0,1079.0,578.2999877929688,1.0
90.0,1079.0999755859375,578.5,1.0
91.0,1079.0999755859375,578.5,1.0
92.0,1079.199951171875,578.5,1.0
93.0,1079.0999755859375,578.2999877929688,1.0
94.0,1079.0999755859375,578.2000122070312,1.0
95.0,1079.0,578.2000122070312,1.0
96.0,1079.0999755859375,578.4000244140625,1.0
97.0,1079.0999755859375,578.4000244140625,1.0
98.0,1079.199951171875,578.5,1.0
99.0,1079.199951171875,578.5999755859375,1.0
100.0,1079.5,578.7000122070312,1.0
101.0,1079.300048828125,578.7000122070312,1.0
102.0,1079.4000244140625,578.7000122070312,1.0
103.0,1079.4000244140625,578.5999755859375,1.0
104.0,1079.5,578.6499938964844,1.0
105.0,1079.5999755859375,578.7000122070312,1.0
106.0,1079.5999755859375,578.7999877929688,1.0
107.0,1079.5999755859375,578.7999877929688,1.0
108.0,1079.0,578.7000122070312,1.0
109.0,1079.5999755859375,578.5,1.0
110.0,1079.300048828125,578.4000244140625,1.0
111.0,1079.5999755859375,578.5999755859375,1.0
112.0,1079.5,578.5999755859375,1.0
113.0,1079.0,579.0999755859375,1.0
114.0,1078.800048828125,579.0999755859375,1.0
115.0,1078.9000244140625,579.2999877929688,1.0
116.0,1079.0999755859375,578.9000244140625,1.0
117.0,1079.0,578.9000244140625,1.0
118.0,-1.0,-1.0,0.0
119.0,-1.0,-1.0,0.0
120.0,-1.0,-1.0,0.0
121.0,-1.0,-1.0,0.0
122.0,-1.0,-1.0,0.0
123.0,1078.699951171875,579.0999755859375,1.0
124.0,1078.699951171875,579.0999755859375,1.0
125.0,1078.699951171875,579.0999755859375,1.0
126.0,-1.0,-1.0,0.0
127.0,-1.0,-1.0,0.0
128.0,-1.0,-1.0,0.0
129.0,-1.0,-1.0,0.0
130.0,-1.0,-1.0,0.0
131.0,-1.0,-1.0,0.0
132.0,-1.0,-1.0,0.0
133.0,-1.0,-1.0,0.0
134.0,-1.0,-1.0,0.0
135.0,-1.0,-1.0,0.0
136.0,-1.0,-1.0,0.0
137.0,-1.0,-1.0,0.0
138.0,-1.0,-1.0,0.0
139.0,1078.5999755859375,578.4000244140625,1.0
140.0,1078.5999755859375,578.4000244140625,1.0
141.0,1079.0,577.9000244140625,1.0
142.0,1079.0,577.9000244140625,1.0
143.0,1078.9000244140625,577.9000244140625,1.0
144.0,1079.0999755859375,577.5999755859375,1.0
145.0,1078.9000244140625,577.5999755859375,1.0
146.0,-1.0,-1.0,0.0
147.0,-1.0,-1.0,0.0
148.0,-1.0,-1.0,0.0
149.0,-1.0,-1.0,0.0
150.0,-1.0,-1.0,0.0
151.0,-1.0,-1.0,0.0
152.0,-1.0,-1.0,0.0
153.0,-1.0,-1.0,0.0
154.0,-1.0,-1.0,0.0
155.0,-1.0,-1.0,0.0
156.0,-1.0,-1.0,0.0
157.0,-1.0,-1.0,0.0
158.0,-1.0,-1.0,0.0
159.0,-1.0,-1.0,0.0
160.0,-1.0,-1.0,0.0
161.0,-1.0,-1.0,0.0
162.0,-1.0,-1.0,0.0
163.0,-1.0,-1.0,0.0
164.0,-1.0,-1.0,0.0
165.0,-1.0,-1.0,0.0
166.0,-1.0,-1.0,0.0
167.0,-1.0,-1.0,0.0
168.0,-1.0,-1.0,0.0
169.0,-1.0,-1.0,0.0
170.0,2351.199951171875,1266.0999755859375,1.0
171.0,-1.0,-1.0,0.0
172.0,-1.0,-1.0,0.0
173.0,-1.0,-1.0,0.0
174.0,-1.0,-1.0,0.0
175.0,-1.0,-1.0,0.0
176.0,-1.0,-1.0,0.0
177.0,-1.0,-1.0,0.0
178.0,-1.0,-1.0,0.0
179.0,-1.0,-1.0,0.0
180.0,-1.0,-1.0,0.0
181.0,-1.0,-1.0,0.0
182.0,-1.0,-1.0,0.0
183.0,-1.0,-1.0,0.0
184.0,-1.0,-1.0,0.0
185.0,-1.0,-1.0,0.0
186.0,-1.0,-1.0,0.0
187.0,-1.0,-1.0,0.0
188.0,-1.0,-1.0,0.0
189.0,-1.0,-1.0,0.0
190.0,-1.0,-1.0,0.0
191.0,-1.0,-1.0,0.0
192.0,-1.0,-1.0,0.0
193.0,-1.0,-1.0,0.0
194.0,-1.0,-1.0,0.0
195.0,-1.0,-1.0,0.0
196.0,-1.0,-1.0,0.0
197.0,-1.0,-1.0,0.0
198.0,-1.0,-1.0,0.0
199.0,-1.0,-1.0,0.0
200.0,-1.0,-1.0,0.0
201.0,-1.0,-1.0,0.0
202.0,-1.0,-1.0,0.0
203.0,-1.0,-1.0,0.0
204.0,-1.0,-1.0,0.0
205.0,-1.0,-1.0,0.0
206.0,-1.0,-1.0,0.0
207.0,-1.0,-1.0,0.0
208.0,-1.0,-1.0,0.0
209.0,-1.0,-1.0,0.0
210.0,-1.0,-1.0,0.0
211.0,-1.0,-1.0,0.0
212.0,-1.0,-1.0,0.0
213.0,-1.0,-1.0,0.0
214.0,-1.0,-1.0,0.0
215.0,2351.199951171875,1266.0999755859375,1.0
216.0,2351.199951171875,1266.0999755859375,1.0
217.0,2351.10009765625,1266.300048828125,1.0
218.0,-1.0,-1.0,0.0
219.0,-1.0,-1.0,0.0
220.0,-1.0,-1.0,0.0
221.0,-1.0,-1.0,0.0
222.0,-1.0,-1.0,0.0
223.0,-1.0,-1.0,0.0
224.0,-1.0,-1.0,0.0
225.0,-1.0,-1.0,0.0
226.0,-1.0,-1.0,0.0
227.0,-1.0,-1.0,0.0
228.0,-1.0,-1.0,0.0
229.0,-1.0,-1.0,0.0
230.0,-1.0,-1.0,0.0
231.0,-1.0,-1.0,0.0
232.0,-1.0,-1.0,0.0
233.0,-1.0,-1.0,0.0
234.0,-1.0,-1.0,0.0
235.0,-1.0,-1.0,0.0
236.0,-1.0,-1.0,0.0
237.0,-1.0,-1.0,0.0
238.0,-1.0,-1.0,0.0
239.0,-1.0,-1.0,0.0
240.0,-1.0,-1.0,0.0
241.0,-1.0,-1.0,0.0
242.0,2351.199951171875,1266.5,1.0
