frame,x,y,visible
0.0,-1.0,-1.0,0.0
1.0,-1.0,-1.0,0.0
2.0,-1.0,-1.0,0.0
3.0,-1.0,-1.0,0.0
4.0,-1.0,-1.0,0.0
5.0,-1.0,-1.0,0.0
6.0,-1.0,-1.0,0.0
7.0,-1.0,-1.0,0.0
8.0,-1.0,-1.0,0.0
9.0,-1.0,-1.0,0.0
10.0,-1.0,-1.0,0.0
11.0,-1.0,-1.0,0.0
12.0,-1.0,-1.0,0.0
13.0,-1.0,-1.0,0.0
14.0,-1.0,-1.0,0.0
15.0,-1.0,-1.0,0.0
16.0,-1.0,-1.0,0.0
17.0,-1.0,-1.0,0.0
18.0,-1.0,-1.0,0.0
19.0,-1.0,-1.0,0.0
20.0,-1.0,-1.0,0.0
21.0,-1.0,-1.0,0.0
22.0,-1.0,-1.0,0.0
23.0,-1.0,-1.0,0.0
24.0,-1.0,-1.0,0.0
25.0,-1.0,-1.0,0.0
26.0,-1.0,-1.0,0.0
27.0,-1.0,-1.0,0.0
28.0,-1.0,-1.0,0.0
29.0,-1.0,-1.0,0.0
30.0,-1.0,-1.0,0.0
31.0,-1.0,-1.0,0.0
32.0,-1.0,-1.0,0.0
33.0,-1.0,-1.0,0.0
34.0,-1.0,-1.0,0.0
35.0,-1.0,-1.0,0.0
36.0,-1.0,-1.0,0.0
37.0,-1.0,-1.0,0.0
38.0,-1.0,-1.0,0.0
39.0,-1.0,-1.0,0.0
40.0,-1.0,-1.0,0.0
41.0,-1.0,-1.0,0.0
42.0,-1.0,-1.0,0.0
43.0,-1.0,-1.0,0.0
44.0,-1.0,-1.0,0.0
45.0,-1.0,-1.0,0.0
46.0,-1.0,-1.0,0.0
47.0,-1.0,-1.0,0.0
48.0,-1.0,-1.0,0.0
49.0,-1.0,-1.0,0.0
50.0,-1.0,-1.0,0.0
51.0,-1.0,-1.0,0.0
52.0,-1.0,-1.0,0.0
53.0,-1.0,-1.0,0.0
54.0,-1.0,-1.0,0.0
55.0,-1.0,-1.0,0.0
56.0,-1.0,-1.0,0.0
57.0,-1.0,-1.0,0.0
58.0,-1.0,-1.0,0.0
59.0,-1.0,-1.0,0.0
60.0,-1.0,-1.0,0.0
61.0,-1.0,-1.0,0.0
62.0,-1.0,-1.0,0.0
63.0,-1.0,-1.0,0.0
64.0,-1.0,-1.0,0.0
65.0,-1.0,-1.0,0.0
66.0,-1.0,-1.0,0.0
67.0,-1.0,-1.0,0.0
68.0,-1.0,-1.0,0.0
69.0,-1.0,-1.0,0.0
70.0,-1.0,-1.0,0.0
71.0,-1.0,-1.0,0.0
72.0,-1.0,-1.0,0.0
73.0,-1.0,-1.0,0.0
74.0,-1.0,-1.0,0.0
75.0,-1.0,-1.0,0.0
76.0,-1.0,-1.0,0.0
77.0,-1.0,-1.0,0.0
78.0,-1.0,-1.0,0.0
79.0,-1.0,-1.0,0.0
80.0,-1.0,-1.0,0.0
81.0,-1.0,-1.0,0.0
82.0,-1.0,-1.0,0.0
83.0,-1.0,-1.0,0.0
84.0,-1.0,-1.0,0.0
85.0,-1.0,-1.0,0.0
86.0,-1.0,-1.0,0.0
87.0,-1.0,-1.0,0.0
88.0,-1.0,-1.0,0.0
89.0,-1.0,-1.0,0.0
90.0,-1.0,-1.0,0.0
91.0,-1.0,-1.0,0.0
92.0,-1.0,-1.0,0.0
93.0,-1.0,-1.0,0.0
94.0,-1.0,-1.0,0.0
95.0,-1.0,-1.0,0.0
96.0,-1.0,-1.0,0.0
97.0,-1.0,-1.0,0.0
98.0,-1.0,-1.0,0.0
99.0,-1.0,-1.0,0.0
100.0,-1.0,-1.0,0.0
101.0,-1.0,-1.0,0.0
102.0,-1.0,-1.0,0.0
103.0,-1.0,-1.0,0.0
104.0,-1.0,-1.0,0.0
105.0,-1.0,-1.0,0.0
106.0,-1.0,-1.0,0.0
107.0,-1.0,-1.0,0.0
108.0,-1.0,-1.0,0.0
109.0,-1.0,-1.0,0.0
110.0,-1.0,-1.0,0.0
111.0,-1.0,-1.0,0.0
112.0,818.2999877929688,1037.5999755859375,1.0
113.0,818.2999877929688,1037.5,1.0
114.0,818.0999755859375,1035.9000244140625,1.0
115.0,818.0999755859375,1035.9000244140625,1.0
116.0,817.9666544596355,1036.1333414713542,1.0
117.0,817.8333333333334,1036.366658528646,1.0
118.0,817.7000122070312,1036.5999755859375,1.0
119.0,817.7999877929688,1036.5,1.0
120.0,817.7000122070312,1036.5999755859375,1.0
121.0,817.7000122070312,1037.199951171875,1.0
122.0,817.5999755859375,1037.199951171875,1.0
123.0,818.2000122070312,1037.699951171875,1.0
124.0,818.2000122070312,1037.699951171875,1.0
125.0,819.4000244140625,1037.0,1.0
126.0,819.5,1037.199951171875,1.0
127.0,-1.0,-1.0,0.0
128.0,-1.0,-1.0,0.0
129.0,-1.0,-1.0,0.0
130.0,-1.0,-1.0,0.0
131.0,-1.0,-1.0,0.0
132.0,819.0,1037.800048828125,1.0
133.0,819.0999755859375,1037.9000244140625,1.0
134.0,819.0999755859375,1037.699951171875,1.0
135.0,818.2000122070312,1038.699951171875,1.0
136.0,818.2000122070312,1038.5999755859375,1.0
137.0,818.2000122070312,1038.5999755859375,1.0
138.0,818.0999755859375,1038.5999755859375,1.0
139.0,818.2666422526042,1038.7999674479167,1.0
140.0,818.4333089192709,1038.999959309896,1.0
141.0,818.5999755859375,1039.199951171875,1.0
142.0,818.5999755859375,1039.300048828125,1.0
143.0,818.8333129882812,1039.1000162760417,1.0
144.0,819.066650390625,1038.8999837239585,1.0
145.0,819.2999877929688,1038.699951171875,1.0
146.0,819.5999755859375,1038.5,1.0
147.0,819.5999755859375,1038.5,1.0
148.0,-1.0,-1.0,0.0
149.0,-1.0,-1.0,0.0
150.0,-1.0,-1.0,0.0
151.0,-1.0,-1.0,0.0
